NOC,Year,NumAthletes,PctFemale,AvgAge,AvgHeight,AvgWeight,AvgOlympicExp,PctAchievPrevGames,PctPastMedals,Target
AFG,1936,15,0,24.214285714285715,NA,NA,1,0,0,0
AFG,1948,25,0,NA,NA,NA,1,0,0,0
AFG,1956,12,0,NA,NA,NA,1.5,0,0,0
AFG,1960,12,0,24.166666666666668,169.66666666666666,71,1,0,0,0
AFG,1964,8,0,22,161,64.25,1.125,0,0,0
AFG,1968,5,0,23.2,170.2,70,1.2,0,0,0
AFG,1972,8,0,29,168.33333333333334,63.75,1.75,0,0,0
AFG,1980,11,0,23.636363636363637,168.36363636363637,63.18181818181818,1,0,0,0
AFG,1988,5,0,NA,NA,NA,1,0,0,0
AFG,1996,2,0,23.5,NA,NA,1,0,0,0
AFG,2004,5,0.4,18.6,170.75,64.75,1,0,0,0
AFG,2008,4,0.25,22.5,179.25,62.75,1.5,0,0,0.25
AFG,2012,6,0.16666666666666666,24.833333333333332,171.66666666666666,60.833333333333336,1.6666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666
AHO,1952,11,0,23.09090909090909,NA,NA,1,0,0,0
AHO,1960,5,0,26.2,170.2,83.8,1,0,0,0
AHO,1964,4,0,28.5,171.25,69.25,1.5,0,0,0
AHO,1968,5,0.4,31,173.2,67.8,1.8,0,0,0
AHO,1972,2,0,38.5,164,86,1,0,0,0
AHO,1976,4,0,27.333333333333332,174.5,66,1,0,0,0
AHO,1984,8,0.625,18.25,178.5,67.66666666666667,1,0,0,0
AHO,1988,3,0.3333333333333333,26.666666666666668,193,80,1.3333333333333333,0,0,0.3333333333333333
AHO,1992,4,0.25,30.25,178,83.5,1,0,0,0
AHO,1996,6,0,29.333333333333332,180.33333333333334,82,1.3333333333333333,0,0,0
AHO,2000,7,0.14285714285714285,31.857142857142858,178.42857142857142,78.57142857142857,1.7142857142857142,0,0,0
AHO,2004,3,0,32.333333333333336,183.66666666666666,80,2,0,0,0
AHO,2008,3,0,22.666666666666668,178.33333333333334,74,1.3333333333333333,0,0,0
ALB,1972,5,0.2,26.8,NA,59,1,0,0,0
ALB,1992,7,0.2857142857142857,26.571428571428573,163,75.25,1,0,0,0
ALB,1996,7,0.5714285714285714,25.571428571428573,171.28571428571428,71.14285714285714,1.1428571428571428,0,0,0
ALB,2000,4,0.5,29,170,65.5,1.5,0,0,0
ALB,2004,7,0.2857142857142857,20.857142857142858,172.28571428571428,70.71428571428571,1.1428571428571428,0,0,0
ALB,2008,11,0.36363636363636365,25.545454545454547,173.72727272727272,74.63636363636364,1.5454545454545454,0,0,0
ALB,2012,9,0.3333333333333333,23.666666666666668,176,78.55555555555556,1.2222222222222223,0,0,0
ALG,1964,1,0,26,175,65,2,0,0,0
ALG,1968,3,0,23.333333333333332,169.33333333333334,61.666666666666664,1,0,0,0
ALG,1972,5,0,22.4,173.25,64.5,1,0,0,0
ALG,1980,54,0,23.48,176.09803921568627,70.45098039215686,1,0,0,0
ALG,1984,33,0,24.258064516129032,176.8095238095238,73.31818181818181,1.2121212121212122,0,0,0.06060606060606061
ALG,1988,42,0.047619047619047616,24.904761904761905,176.56410256410257,73.38461538461539,1.3333333333333333,0,0,0
ALG,1992,35,0.05714285714285714,23.857142857142858,170.42857142857142,63.04545454545455,1.2857142857142858,0,0,0.05714285714285714
ALG,1996,45,0.13333333333333333,24.333333333333332,175.14285714285714,69.03333333333333,1.288888888888889,0.044444444444444446,0.044444444444444446,0.06666666666666667
ALG,2000,47,0.2127659574468085,24.914893617021278,173.87234042553192,67.36170212765957,1.2553191489361701,0.02127659574468085,0.02127659574468085,0.10638297872340426
ALG,2004,61,0.2459016393442623,25.360655737704917,173.51666666666668,67.16666666666667,1.4918032786885247,0.04918032786885246,0.04918032786885246,0
ALG,2008,56,0.39285714285714285,25.214285714285715,176.87272727272727,70.69090909090909,1.4821428571428572,0,0.017857142857142856,0.03571428571428571
ALG,2012,38,0.4473684210526316,24.86842105263158,174.3783783783784,66.8529411764706,1.368421052631579,0.02631578947368421,0.02631578947368421,0.02631578947368421
AND,1976,3,0,28.333333333333332,174.66666666666666,78,1,0,0,0
AND,1980,2,0,31,180.5,85.5,1.5,0,0,0
AND,1984,2,0,35,180.5,85.5,2.5,0,0,0
AND,1988,3,0,21.666666666666668,171,65.33333333333333,1,0,0,0
AND,1992,8,0.125,23.125,171.16666666666666,63.666666666666664,1.25,0,0,0
AND,1996,8,0.25,24.375,172.4,64.4,1.375,0,0,0
AND,2000,5,0.4,31,175,69.8,2,0,0,0
AND,2004,6,0.3333333333333333,29.666666666666668,173.33333333333334,68.5,1.5,0,0,0
AND,2008,5,0.4,26.6,169,61.4,1.8,0,0,0
AND,2012,6,0.3333333333333333,32,173.4,68,2.8333333333333335,0,0,0
ANG,1980,11,0.09090909090909091,18.454545454545453,172,61.36363636363637,1,0,0,0
ANG,1988,24,0.20833333333333334,21.291666666666668,170.64705882352942,62.94117647058823,1,0,0,0
ANG,1992,28,0.10714285714285714,24.392857142857142,185.28571428571428,81.0952380952381,1.2142857142857142,0,0,0
ANG,1996,28,0.5357142857142857,25.607142857142858,182.77272727272728,79.22727272727273,1.4642857142857142,0,0,0
ANG,2000,30,0.5,26.8,182.78571428571428,80.53571428571429,1.7666666666666666,0,0,0
ANG,2004,30,0.5333333333333333,26.7,182.9,81.46666666666667,1.8,0,0,0
ANG,2008,32,0.46875,27.09375,182.84375,79.375,1.75,0,0,0
ANG,2012,33,0.8787878787878788,26.272727272727273,174.66666666666666,70.24242424242425,1.3636363636363635,0,0,0
ANT,1976,10,0,22.88888888888889,178.625,71.625,1,0,0,0
ANT,1984,14,0.2857142857142857,21.071428571428573,175.46153846153845,65.38461538461539,1,0,0,0
ANT,1988,15,0.2,22.666666666666668,177.93333333333334,64.6,1.4,0,0,0
ANT,1992,13,0.3076923076923077,26.384615384615383,172.5,63.125,1.2307692307692308,0,0,0
ANT,1996,13,0.38461538461538464,25.153846153846153,170.83333333333334,66.16666666666667,1.2307692307692308,0,0,0
ANT,2000,3,0.3333333333333333,29.333333333333332,172.66666666666666,72.33333333333333,2.3333333333333335,0,0,0
ANT,2004,5,0.4,20,169,59.8,1.6,0,0,0
ANT,2008,5,0.2,22.2,176.8,68.4,1.6,0,0,0
ANT,2012,4,0.5,23,174.25,68,2,0,0,0
ANZ,1908,32,0,23.9,175.93333333333334,67.66666666666667,1.03125,0,0,0.59375
ANZ,1912,25,0.08,24.8,183.75,78.66666666666667,1.08,0.04,0.04,0.36
ARG,1900,1,0,23,NA,NA,1,0,0,0
ARG,1908,1,0,NA,NA,NA,1,0,0,0
ARG,1920,1,0,NA,NA,NA,1,0,0,0
ARG,1924,77,0,25.288888888888888,177.3,77.625,1,0,0,0.12987012987012986
ARG,1928,82,0,23.47826086956522,172.1,68.71428571428571,1.0853658536585367,0,0,0.3170731707317073
ARG,1932,33,0,26.142857142857142,174.53125,70.14285714285714,1.2121212121212122,0.030303030303030304,0.030303030303030304,0.12121212121212122
ARG,1936,51,0.0196078431372549,29.862745098039216,169.875,65.66666666666667,1.3333333333333333,0.058823529411764705,0.0784313725490196,0.21568627450980393
